id,full_name,age,occupation,lga,ward,street,declared_income,property_value,business_owner,sector,compliance_score,created_at
16787,Charles Kelly,39,Child psychotherapist,Ajah,Ward 5 Ajah,Street 7 Ward 5 Ajah,3956437.5,13999490.18,True,Retail,92.25,2023-02-18
16788,Christopher Rodriguez,66,Environmental manager,Badagry,Ward 5 Badagry,Street 3 Ward 5 Badagry,4222455.0,13857560.54,False,Manufacturing,93.16,2022-11-23
16789,Walter Levine,23,"Psychologist, prison and probation services",Victoria Island,Ward 2 Victoria Island,Street 2 Ward 2 Victoria Island,6447760.0,16596285.38,True,Tech,71.68,2021-08-30
16790,Jeffrey Stewart,50,Advertising account executive,Ikeja,Ward 1 Ikeja,Street 9 Ward 1 Ikeja,1372412.5,4971482.41,True,Real Estate,43.67,2021-07-28
16791,Diana Stewart,35,"Scientist, research (physical sciences)",Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 3 Ward 4 Ifako-Ijaiye,4644726.0,15394346.77,True,Finance,76.61,2020-08-04
16792,Edgar Martin,64,Historic buildings inspector/conservation officer,Mushin,Ward 4 Mushin,Street 7 Ward 4 Mushin,2094372.0,8200685.8,True,Finance,48.81,2024-01-28
16793,Tina Vaughn,47,"Copywriter, advertising",Agege,Ward 4 Agege,Street 3 Ward 4 Agege,2644570.0,5887204.81,False,Real Estate,70.59,2024-10-03
16794,Mrs. Karla Lewis,55,Marketing executive,Eti-Osa,Ward 3 Eti-Osa,Street 3 Ward 3 Eti-Osa,10115295.0,16664436.42,True,Tech,68.6,2021-10-08
16795,Keith Forbes,45,"Journalist, broadcasting",Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 6 Ward 5 Oshodi-Isolo,312297.0,728172.49,True,Hospitality,97.47,2024-07-26
16796,Dawn Hansen,51,Medical laboratory scientific officer,Victoria Island,Ward 3 Victoria Island,Street 1 Ward 3 Victoria Island,8066736.0,20421929.76,False,Real Estate,58.68,2024-04-22
16797,Willie Maxwell,50,Cabin crew,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 3 Ward 5 Oshodi-Isolo,606645.0,1826806.23,True,Tech,51.61,2020-08-27
16798,Derek Mack,54,Management consultant,Ikeja,Ward 5 Ikeja,Street 2 Ward 5 Ikeja,9173925.0,20520216.02,False,Real Estate,74.15,2022-08-27
16799,Brianna Wilson,67,"Therapist, sports",Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 3 Ward 4 Oshodi-Isolo,4742781.0,12951469.0,False,Finance,95.4,2025-09-29
16800,Larry Larson,32,Meteorologist,Ikorodu,Ward 5 Ikorodu,Street 5 Ward 5 Ikorodu,259722.0,870780.42,True,Tech,98.92,2023-03-24
16801,Jack Miller,21,Metallurgist,Surulere,Ward 4 Surulere,Street 8 Ward 4 Surulere,6835356.0,21150492.5,False,Hospitality,82.05,2020-02-10
16802,Robert Schmidt,62,Information systems manager,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,6124087.5,22708181.54,True,Hospitality,59.54,2025-07-14
16803,Kevin Brown,70,Museum education officer,Kosofe,Ward 4 Kosofe,Street 9 Ward 4 Kosofe,3730446.0,9289066.63,True,Tech,52.53,2025-06-04
16804,Christopher Pennington,31,Travel agency manager,Mushin,Ward 3 Mushin,Street 6 Ward 3 Mushin,4225653.0,7530519.41,True,Manufacturing,95.55,2023-12-09
16805,Kimberly Paul,38,Video editor,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 5 Ward 3 Amuwo-Odofin,4509286.5,7149743.75,False,Transport,85.68,2024-09-08
16806,Mark Ramos,57,Housing manager/officer,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,3759481.5,6936772.72,True,Retail,96.54,2024-02-07
16807,Lynn Leonard,24,Teaching laboratory technician,Ikorodu,Ward 4 Ikorodu,Street 8 Ward 4 Ikorodu,3562748.0,5821900.39,True,Tech,98.09,2025-12-22
16808,Courtney Ryan,34,Mudlogger,Shomolu,Ward 5 Shomolu,Street 9 Ward 5 Shomolu,3104835.0,8953048.07,True,Hospitality,93.83,2025-08-12
16809,Victoria Gibson,27,Herbalist,Ajah,Ward 4 Ajah,Street 5 Ward 4 Ajah,4449474.0,12031590.54,False,Retail,72.89,2020-03-22
16810,Heather Mcknight,29,"Journalist, newspaper",Somolu,Ward 2 Somolu,Street 9 Ward 2 Somolu,4485243.0,14838246.46,False,Retail,83.68,2020-02-10
16811,Jacqueline Wright,22,Orthoptist,Apapa,Ward 3 Apapa,Street 4 Ward 3 Apapa,6853615.5,11932719.03,False,Retail,62.78,2021-07-04
16812,Paul Smith,26,Musician,Epe,Ward 1 Epe,Street 8 Ward 1 Epe,4720771.5,10722289.39,True,Retail,83.17,2020-08-23
16813,Ryan Miller,47,Trade union research officer,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,4871136.0,12952752.63,False,Real Estate,88.68,2024-05-30
16814,Jessica Gonzalez,67,Editorial assistant,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 8 Ward 5 Ifako-Ijaiye,604119.0,1473644.46,False,Retail,92.5,2021-05-01
16815,Mia Watson,41,Clinical cytogeneticist,Ikorodu,Ward 2 Ikorodu,Street 9 Ward 2 Ikorodu,4626380.0,17281218.22,False,Retail,58.94,2021-04-15
16816,Timothy Palmer,60,"Surveyor, building control",Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,5192968.5,15341670.43,True,Real Estate,85.73,2023-10-22
16817,Douglas Davis,46,"Therapist, drama",Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,3575652.0,7140248.06,False,Transport,74.9,2024-09-11
16818,Cristian Andersen,46,Forest/woodland manager,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,7948042.0,21082993.02,True,Transport,51.69,2025-10-14
16819,Jordan Turner,42,Product/process development scientist,Apapa,Ward 3 Apapa,Street 4 Ward 3 Apapa,4939381.5,12385086.65,False,Manufacturing,64.87,2025-12-20
16820,Brian Armstrong,52,Colour technologist,Surulere,Ward 1 Surulere,Street 4 Ward 1 Surulere,2162334.0,5583146.19,True,Manufacturing,62.06,2023-10-19
16821,Antonio Torres,62,Retail merchandiser,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 9 Ward 4 Oshodi-Isolo,2213581.5,7562086.36,False,Real Estate,90.89,2020-12-09
16822,Dana Hall,35,Primary school teacher,Shomolu,Ward 4 Shomolu,Street 5 Ward 4 Shomolu,1956163.5,6981726.39,True,Finance,87.18,2023-02-16
16823,Willie Adams,33,Statistician,Ikeja,Ward 3 Ikeja,Street 5 Ward 3 Ikeja,7093820.0,25746994.14,False,Real Estate,79.6,2024-12-08
16824,Anne Miller,31,"Scientist, marine",Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 8 Ward 1 Amuwo-Odofin,4121944.5,12533820.02,False,Hospitality,56.51,2022-11-16
16825,Christina Trevino,67,Armed forces logistics/support/administrative officer,Badagry,Ward 5 Badagry,Street 2 Ward 5 Badagry,1887019.5,5680713.99,False,Retail,83.31,2025-12-20
16826,Eric Obrien,38,Probation officer,Alimosho,Ward 4 Alimosho,Street 3 Ward 4 Alimosho,4312310.0,7150960.46,True,Manufacturing,44.98,2026-02-10
16827,Cory Li DDS,21,Medical secretary,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 5 Ward 5 Oshodi-Isolo,2711664.0,7238806.42,True,Retail,62.21,2023-06-14
16828,Cory Gonzalez,65,Museum/gallery exhibitions officer,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,1690833.0,6248052.48,False,Transport,49.94,2021-07-14
16829,Hannah Hudson,37,Pharmacologist,Surulere,Ward 1 Surulere,Street 1 Ward 1 Surulere,3108034.0,10831373.96,True,Tech,96.4,2020-06-03
16830,Ryan Johnson,25,Curator,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,2782510.5,5363485.94,False,Real Estate,95.25,2025-12-11
16831,Thomas Stafford,67,Exercise physiologist,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,9600654.0,35899604.6,False,Manufacturing,65.78,2023-12-10
16832,Emily Thompson,55,"Therapist, art",Kosofe,Ward 4 Kosofe,Street 9 Ward 4 Kosofe,3434352.0,8253596.51,True,Retail,50.18,2022-05-18
16833,Julie Stuart,37,Public relations officer,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,4961218.5,7717785.56,True,Finance,89.36,2024-05-13
16834,Karen Walker,65,"Engineer, water",Apapa,Ward 3 Apapa,Street 7 Ward 3 Apapa,7494628.5,24182748.65,False,Retail,61.87,2022-06-09
16835,Lori Frazier,35,Learning mentor,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,5206611.0,16409268.66,False,Manufacturing,62.81,2021-04-09
16836,Mariah Jordan,31,"Surveyor, land/geomatics",Alimosho,Ward 3 Alimosho,Street 1 Ward 3 Alimosho,4559470.0,7197256.15,False,Transport,84.55,2023-07-12
16837,Sherry Lewis,36,Leisure centre manager,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 4 Ward 1 Amuwo-Odofin,4459231.5,8699266.73,False,Finance,41.78,2025-07-04
16838,Daniel Williams,54,"Lecturer, further education",Victoria Island,Ward 5 Victoria Island,Street 9 Ward 5 Victoria Island,5879256.0,19959079.88,False,Hospitality,97.94,2023-02-18
16839,Tiffany Johnson,54,Fisheries officer,Kosofe,Ward 1 Kosofe,Street 10 Ward 1 Kosofe,1721148.0,5032875.16,True,Hospitality,62.52,2021-03-20
16840,Richard Norman,42,"Development worker, community",Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 5 Ward 2 Oshodi-Isolo,6492364.5,19053256.26,True,Retail,60.29,2024-10-02
16841,Phillip Harper,62,Estate manager/land agent,Epe,Ward 1 Epe,Street 3 Ward 1 Epe,4625256.0,18384099.61,True,Manufacturing,52.77,2020-09-12
16842,Tanner Davis,42,Land/geomatics surveyor,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,14849144.0,53904446.36,False,Hospitality,87.48,2022-05-19
16843,Douglas Serrano,40,Statistician,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,2683199.0,6239069.4,False,Manufacturing,54.62,2024-06-27
16844,Jordan Johnson,35,Dealer,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,3350071.5,8124478.5,True,Hospitality,74.52,2023-12-18
16845,Shelly Lawrence,45,Careers adviser,Ikorodu,Ward 4 Ikorodu,Street 5 Ward 4 Ikorodu,3902488.0,9688475.4,False,Manufacturing,68.4,2024-03-09
16846,David Davidson,35,"Scientist, research (life sciences)",Lekki,Ward 1 Lekki,Street 7 Ward 1 Lekki,19026700.0,65284054.92,True,Manufacturing,73.11,2025-02-16
16847,Jason Williams,21,Occupational hygienist,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,4536333.0,13538854.97,True,Tech,91.44,2025-06-13
16848,Henry Spence,23,"Engineer, building services",Shomolu,Ward 5 Shomolu,Street 8 Ward 5 Shomolu,6252652.5,12155655.63,True,Finance,48.6,2023-05-13
16849,Christopher Ray,63,Artist,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 5 Ward 5 Amuwo-Odofin,3001644.0,11474211.35,True,Transport,85.26,2022-11-13
16850,Brenda Rodriguez,30,Architectural technologist,Alimosho,Ward 2 Alimosho,Street 6 Ward 2 Alimosho,2242526.0,3891344.14,False,Real Estate,71.3,2023-03-27
16851,Angela Mann,39,Furniture designer,Lekki,Ward 3 Lekki,Street 3 Ward 3 Lekki,4283996.0,9393966.31,True,Real Estate,49.77,2022-10-06
16852,James Garcia,21,Facilities manager,Badagry,Ward 1 Badagry,Street 10 Ward 1 Badagry,6568182.0,20715950.41,True,Retail,52.58,2024-09-23
16853,Scott Perez,55,Sports therapist,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,4725592.5,16957608.16,False,Manufacturing,68.13,2020-11-19
16854,Andrew Williams,39,Occupational therapist,Epe,Ward 1 Epe,Street 3 Ward 1 Epe,5551108.5,17704799.16,False,Transport,83.25,2022-09-24
16855,Mary Keller,63,Chief Technology Officer,Shomolu,Ward 5 Shomolu,Street 3 Ward 5 Shomolu,5972686.5,9535112.68,True,Hospitality,67.12,2023-04-18
16856,Stephanie Hernandez,64,Forest/woodland manager,Shomolu,Ward 5 Shomolu,Street 2 Ward 5 Shomolu,2965797.0,8047980.29,False,Hospitality,78.06,2022-03-11
16857,Jill Williams,51,"Scientist, forensic",Apapa,Ward 4 Apapa,Street 9 Ward 4 Apapa,3866244.0,7203865.13,True,Retail,74.55,2025-02-15
16858,Matthew Sanders,62,Armed forces training and education officer,Somolu,Ward 4 Somolu,Street 5 Ward 4 Somolu,7386099.0,11905858.14,True,Real Estate,45.69,2024-03-11
16859,Rodney Morris,32,Health service manager,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,5804506.5,10609984.78,True,Finance,80.52,2025-02-09
16860,Keith Fitzpatrick,22,Child psychotherapist,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,4420305.0,10620420.58,False,Finance,78.39,2023-03-06
16861,Mr. Steve Powell,23,"Presenter, broadcasting",Epe,Ward 4 Epe,Street 4 Ward 4 Epe,3466113.0,11344487.27,True,Transport,70.16,2025-09-27
16862,Peter Shah,35,"Civil engineer, contracting",Agege,Ward 5 Agege,Street 9 Ward 5 Agege,2153948.0,4658652.45,False,Retail,45.24,2025-07-01
16863,Cheryl Santiago,21,Community education officer,Epe,Ward 3 Epe,Street 2 Ward 3 Epe,1935534.0,5274142.46,True,Hospitality,77.13,2024-02-05
16864,Mr. James Monroe,62,Medical physicist,Badagry,Ward 2 Badagry,Street 6 Ward 2 Badagry,543813.0,1885743.56,True,Finance,67.99,2023-10-01
16865,Kristy Morgan,34,"Programmer, applications",Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,1713466.0,2599082.22,False,Manufacturing,91.8,2020-03-31
16866,Cheryl Chen,34,Medical laboratory scientific officer,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,2898822.0,7001570.72,True,Manufacturing,52.22,2025-03-01
16867,Gabriella Stevens,38,Tax inspector,Ikorodu,Ward 2 Ikorodu,Street 5 Ward 2 Ikorodu,663348.0,1340764.28,True,Retail,56.26,2025-01-16
16868,Thomas Weiss,23,Textile designer,Shomolu,Ward 4 Shomolu,Street 7 Ward 4 Shomolu,4773933.0,11574047.31,True,Tech,86.51,2024-02-17
16869,Tim Fleming,42,"Psychologist, sport and exercise",Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,12279837.5,45949212.77,False,Transport,97.77,2026-01-26
16870,Jennifer Huang,41,Osteopath,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 10 Ward 5 Amuwo-Odofin,1876990.5,3403933.24,False,Real Estate,76.45,2022-03-29
16871,Patrick Barajas,57,Lobbyist,Ajah,Ward 4 Ajah,Street 7 Ward 4 Ajah,6964458.0,26889283.97,True,Hospitality,54.12,2022-06-05
16872,Paul Maldonado,36,"Engineer, electronics",Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,1200334.0,3253754.26,False,Hospitality,89.86,2023-03-21
16873,William Moore,25,Estate manager/land agent,Ikeja,Ward 1 Ikeja,Street 3 Ward 1 Ikeja,3565110.0,9426435.74,False,Transport,56.0,2023-06-24
16874,Steven Howell,22,Equality and diversity officer,Apapa,Ward 4 Apapa,Street 7 Ward 4 Apapa,6101737.5,16324464.2,True,Transport,77.39,2023-10-27
16875,Martin Hopkins,58,"Production designer, theatre/television/film",Alimosho,Ward 1 Alimosho,Street 8 Ward 1 Alimosho,1984489.0,3799815.91,True,Manufacturing,75.2,2023-01-25
16876,Sharon Buck,40,Ceramics designer,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 6 Ward 1 Oshodi-Isolo,959265.0,3585932.09,False,Real Estate,41.24,2025-01-12
16877,Nicole Hayes,59,Travel agency manager,Ikorodu,Ward 4 Ikorodu,Street 2 Ward 4 Ikorodu,2060033.0,5288831.14,True,Hospitality,49.14,2024-03-31
16878,Jessica Smith,50,Quantity surveyor,Shomolu,Ward 4 Shomolu,Street 2 Ward 4 Shomolu,642544.5,1393414.4,True,Transport,78.14,2026-02-03
16879,Trevor Berger,46,Best boy,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,982617.0,3259093.23,True,Manufacturing,72.58,2021-01-25
16880,Lisa Smith,55,"Librarian, public",Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 1 Ward 1 Amuwo-Odofin,4827111.0,17038864.18,True,Retail,43.55,2020-04-12
16881,Mark Krueger,37,Engineering geologist,Badagry,Ward 1 Badagry,Street 6 Ward 1 Badagry,1942450.5,4328446.38,True,Finance,63.37,2024-03-09
16882,Tiffany Hill,45,Agricultural engineer,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,9046940.0,27735031.85,True,Real Estate,56.31,2023-02-03
16883,Thomas Howard,53,Private music teacher,Apapa,Ward 3 Apapa,Street 7 Ward 3 Apapa,3068217.0,8826392.36,True,Retail,55.7,2020-02-29
16884,Christopher Baldwin,40,"Engineer, civil (consulting)",Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,4332066.0,17040908.06,True,Tech,64.82,2024-03-06
16885,Nathan Snow,62,Records manager,Lekki,Ward 2 Lekki,Street 10 Ward 2 Lekki,9686300.0,38321517.3,True,Manufacturing,63.15,2024-09-22
16886,Ryan Adams,22,Accounting technician,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 4 Ward 4 Oshodi-Isolo,309393.0,569378.28,False,Tech,59.49,2025-02-01
16887,Amanda Sanchez MD,48,Logistics and distribution manager,Kosofe,Ward 4 Kosofe,Street 4 Ward 4 Kosofe,6486655.5,19895414.56,True,Hospitality,46.47,2025-06-06
16888,Stefanie Smith,32,"Teacher, primary school",Epe,Ward 2 Epe,Street 10 Ward 2 Epe,3707745.0,13789583.97,True,Retail,40.15,2023-11-05
16889,Jessica Stone,67,Control and instrumentation engineer,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,1312032.0,3135263.4,False,Real Estate,92.16,2024-12-29
16890,Mason Walsh,56,Communications engineer,Shomolu,Ward 4 Shomolu,Street 6 Ward 4 Shomolu,2195959.5,4473275.89,False,Hospitality,62.63,2021-01-08
16891,Valerie Howell,55,Building services engineer,Agege,Ward 2 Agege,Street 7 Ward 2 Agege,862335.0,1729827.32,True,Real Estate,42.15,2023-09-21
16892,Mrs. Christina Greer,53,Occupational hygienist,Ikorodu,Ward 5 Ikorodu,Street 5 Ward 5 Ikorodu,2660093.0,9132332.66,True,Retail,55.18,2024-10-07
16893,Robert Pittman,62,Haematologist,Badagry,Ward 2 Badagry,Street 8 Ward 2 Badagry,1966179.0,4422529.74,True,Real Estate,95.02,2024-12-12
16894,Tyler Mitchell,29,Medical secretary,Lekki,Ward 1 Lekki,Street 1 Ward 1 Lekki,11841092.0,30752921.57,False,Real Estate,57.84,2022-08-29
16895,Jordan Davis,47,"Psychotherapist, dance movement",Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,5132815.5,7758885.64,False,Finance,95.17,2021-04-20
16896,Clinton Duarte,62,Chief Financial Officer,Yaba,Ward 1 Yaba,Street 5 Ward 1 Yaba,5580730.0,10129417.19,False,Transport,41.89,2023-07-29
16897,Amy Barrett,27,Horticultural consultant,Agege,Ward 4 Agege,Street 6 Ward 4 Agege,1441145.0,3389126.93,False,Transport,67.41,2024-06-08
16898,Wesley Berg,37,Legal secretary,Apapa,Ward 4 Apapa,Street 3 Ward 4 Apapa,6415878.0,17782975.0,True,Retail,65.25,2022-09-09
16899,Angelica Stanley,63,"Scientist, research (physical sciences)",Ikeja,Ward 4 Ikeja,Street 6 Ward 4 Ikeja,5800795.0,9396811.43,True,Hospitality,91.77,2024-03-29
16900,Tyler Johnson,61,Field seismologist,Epe,Ward 3 Epe,Street 9 Ward 3 Epe,5387161.5,10824288.96,True,Tech,46.15,2020-01-19
16901,James Smith,61,"Teacher, primary school",Ikorodu,Ward 4 Ikorodu,Street 10 Ward 4 Ikorodu,4907340.0,9362647.93,True,Retail,99.04,2021-03-26
16902,Ashley Boone,62,Corporate treasurer,Apapa,Ward 3 Apapa,Street 4 Ward 3 Apapa,1889308.5,3279486.5,True,Manufacturing,70.77,2023-01-11
16903,Rickey Castaneda,69,Geophysical data processor,Epe,Ward 1 Epe,Street 4 Ward 1 Epe,4012503.0,9330924.44,True,Transport,53.38,2020-04-17
16904,Calvin Vega,29,"Scientist, water quality",Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,5162557.5,15256039.11,True,Tech,97.58,2025-06-17
16905,Jonathan Mason,59,Glass blower/designer,Mushin,Ward 2 Mushin,Street 6 Ward 2 Mushin,7271494.5,21788580.27,True,Tech,70.28,2021-12-21
16906,Kayla Bush,33,Accommodation manager,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 10 Ward 2 Amuwo-Odofin,5215249.5,16814253.78,True,Manufacturing,66.5,2021-12-31
16907,Julian Clark Jr.,38,Food technologist,Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,1936728.0,7461736.49,False,Tech,92.47,2020-04-12
16908,Jessica Vega,46,"Psychologist, clinical",Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 4 Ward 3 Amuwo-Odofin,669388.5,2676769.25,False,Retail,71.64,2025-05-17
16909,Danny Robbins,62,Materials engineer,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,3432540.0,12955679.58,True,Hospitality,49.04,2020-06-18
16910,Sharon Lindsey,64,Museum education officer,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 5 Ward 5 Amuwo-Odofin,3333334.5,13326182.99,False,Transport,42.57,2020-09-24
16911,Christopher Henry,36,"Nurse, mental health",Apapa,Ward 4 Apapa,Street 3 Ward 4 Apapa,2819335.5,7219031.43,False,Transport,60.88,2025-12-21
16912,Brian Key,41,"Editor, magazine features",Ikorodu,Ward 4 Ikorodu,Street 5 Ward 4 Ikorodu,2224728.0,4541838.08,False,Manufacturing,57.38,2022-09-23
16913,Heather Krause,64,"Designer, jewellery",Agege,Ward 4 Agege,Street 3 Ward 4 Agege,4819731.0,16105603.39,False,Transport,67.0,2025-11-08
16914,Daniel Huerta,65,Education administrator,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 7 Ward 1 Amuwo-Odofin,4718668.5,8245366.36,True,Real Estate,87.41,2022-10-26
16915,Nicholas Davis,26,Forest/woodland manager,Agege,Ward 3 Agege,Street 10 Ward 3 Agege,515966.0,1263517.49,True,Finance,51.38,2022-06-12
16916,Yvette Sanders,32,"Engineer, manufacturing systems",Alimosho,Ward 2 Alimosho,Street 5 Ward 2 Alimosho,4413340.0,7103227.7,False,Manufacturing,81.97,2020-09-07
16917,James Baldwin,64,Health promotion specialist,Apapa,Ward 4 Apapa,Street 7 Ward 4 Apapa,1036917.0,3100633.01,True,Real Estate,98.08,2024-08-03
16918,Stacy Mcgee,54,Nature conservation officer,Ikorodu,Ward 1 Ikorodu,Street 7 Ward 1 Ikorodu,1436887.0,5271899.82,True,Retail,87.03,2020-11-08
16919,Shawn Santiago,70,"Lecturer, higher education",Agege,Ward 5 Agege,Street 10 Ward 5 Agege,2286553.0,8297565.11,True,Transport,72.9,2020-08-21
16920,Sarah Chen,47,Civil Service administrator,Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,4323322.5,12653262.99,False,Transport,52.32,2021-10-18
16921,Dr. Michelle Barrett,65,Ecologist,Apapa,Ward 2 Apapa,Street 2 Ward 2 Apapa,5482470.0,18635272.76,True,Retail,42.58,2020-11-15
16922,Kayla Patton,25,"Nurse, learning disability",Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 6 Ward 1 Ifako-Ijaiye,4642479.0,12593252.54,False,Retail,50.93,2022-05-18
16923,Brian Zimmerman,37,"Nurse, children's",Yaba,Ward 3 Yaba,Street 4 Ward 3 Yaba,7282366.0,20566390.09,True,Tech,63.2,2020-02-14
16924,Dorothy Lopez,35,Telecommunications researcher,Mushin,Ward 5 Mushin,Street 4 Ward 5 Mushin,7072017.0,27016539.89,True,Transport,56.47,2022-07-24
16925,Christina Gillespie,22,Recycling officer,Ajah,Ward 5 Ajah,Street 7 Ward 5 Ajah,5917512.0,21395642.91,True,Hospitality,46.62,2021-06-17
16926,Jonathan Roberts,44,"Therapist, nutritional",Epe,Ward 1 Epe,Street 9 Ward 1 Epe,582520.5,2041697.48,False,Manufacturing,69.84,2022-07-10
16927,Jessica Garcia,57,"Teacher, music",Victoria Island,Ward 1 Victoria Island,Street 6 Ward 1 Victoria Island,3047664.0,8232062.9,True,Tech,86.13,2022-03-18
16928,Chad Garcia,26,Speech and language therapist,Ikorodu,Ward 5 Ikorodu,Street 2 Ward 5 Ikorodu,4066869.0,14789407.25,False,Manufacturing,84.97,2022-07-07
16929,Samantha Larsen,32,Rural practice surveyor,Agege,Ward 3 Agege,Street 8 Ward 3 Agege,3843923.0,7746077.38,False,Retail,65.59,2023-11-13
16930,Evelyn Simon,24,Private music teacher,Ikeja,Ward 3 Ikeja,Street 1 Ward 3 Ikeja,7914057.5,29432527.49,True,Finance,65.73,2024-07-18
16931,Whitney Bryant,35,"Restaurant manager, fast food",Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,6450688.5,15041041.26,False,Hospitality,97.47,2026-01-08
16932,Megan Knight,54,Operational researcher,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 8 Ward 5 Amuwo-Odofin,3250621.5,12237571.52,True,Manufacturing,86.25,2020-05-14
16933,Stephanie Wallace,30,Immigration officer,Lekki,Ward 4 Lekki,Street 3 Ward 4 Lekki,1991136.0,3648589.93,True,Finance,63.77,2021-07-28
16934,Corey Kelley,29,TEFL teacher,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 4 Ward 2 Oshodi-Isolo,4759234.5,13663601.66,True,Manufacturing,53.49,2021-06-08
